,Unnamed: 0,Unnamed: 0.1,cement,slag,flyash,water,superplasticizer,coarseaggregate,fineaggregate,age,csMPa
343,343,343,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74
344,344,344,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,17.57
345,345,345,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,33.73
346,346,346,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28,40.15
347,347,347,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56,46.64
348,348,348,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08
349,349,349,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,17.37
350,350,350,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,33.7
351,351,351,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28,45.94
352,352,352,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43
353,353,353,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3
354,354,354,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45
355,355,355,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71
356,356,356,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14
357,357,357,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82
358,358,358,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95
359,359,359,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42
360,360,360,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96
361,361,361,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51
362,362,362,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99
363,363,363,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53
364,364,364,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02
365,365,365,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6
366,366,366,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2
367,367,367,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96
368,368,368,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63
369,369,369,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34
370,370,370,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05
371,371,371,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22
372,372,372,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56,37.27
373,373,373,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,46.23
374,374,374,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,16.28
375,375,375,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.62
376,376,376,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97
377,377,377,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,36.3
378,378,378,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,43.06
379,379,379,500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.57
380,380,380,475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.23
381,381,381,315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75
382,382,382,505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.02
383,383,383,451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8
384,384,384,516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.37
385,385,385,520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28
386,386,386,528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,56.83
387,387,387,520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.02
388,388,388,385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55
389,389,389,500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13
390,390,390,450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38
391,391,391,397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.65
392,392,392,333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.28
393,393,393,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33
394,394,394,405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3
395,395,395,200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.25
396,396,396,516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37
397,397,397,145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.16
398,398,398,160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4
399,399,399,234.0,156.0,0.0,189.0,5.9,981.0,760.0,28,39.3
400,400,400,250.0,180.0,95.0,159.0,9.5,860.0,800.0,28,67.87
401,401,401,475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52
402,402,402,285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.58
403,403,403,356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,59.0
404,404,404,275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,76.24
405,405,405,500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.84
406,406,406,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,14.4
407,407,407,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3,19.42
408,408,408,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73
409,409,409,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94
410,410,410,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29
411,411,411,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08
412,412,412,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52
413,413,413,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82
414,414,414,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3,12.55
415,415,415,250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49
416,416,416,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,15.61
417,417,417,194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,12.18
418,418,418,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,11.98
419,419,419,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14,16.88
420,420,420,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09
421,421,421,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24
422,422,422,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81
423,423,423,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75
424,424,424,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01
425,425,425,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9
426,426,426,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55
427,427,427,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42
428,428,428,250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,24.66
429,429,429,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,29.59
430,430,430,194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28
431,431,431,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,20.73
432,432,432,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,26.2
433,433,433,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39
434,434,434,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16
435,435,435,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2
436,436,436,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69
437,437,437,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2
438,438,438,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41
439,439,439,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81
440,440,440,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85
441,441,441,250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,27.22
442,442,442,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,44.64
443,443,443,194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,37.27
444,444,444,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27
445,445,445,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56
446,446,446,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72
447,447,447,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59
448,448,448,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72
449,449,449,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85
450,450,450,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77
451,451,451,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,53.46
452,452,452,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99
453,453,453,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56,31.72
454,454,454,250.0,0.0,95.7,191.8,5.3,948.9,857.2,56,39.64
455,455,455,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26
456,456,456,194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39
457,457,457,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27
458,458,458,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96
459,459,459,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02
460,460,460,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99
461,461,461,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66
462,462,462,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68
463,463,463,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06
464,464,464,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81
465,465,465,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94
466,466,466,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100,33.56
467,467,467,250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16
468,468,468,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96
469,469,469,194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28
470,470,470,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,40.15
471,471,471,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,57.03
472,472,472,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42
473,473,473,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,51.02
474,474,474,446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.39
475,475,475,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36
476,476,476,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.02
477,477,477,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,23.35
478,478,478,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,52.01
479,479,479,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.02
480,480,480,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3
481,481,481,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,61.07
482,482,482,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.14
483,483,483,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25
484,484,484,446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.77
485,485,485,387.0,20.0,94.0,157.0,14.3,938.0,845.0,28,50.24
486,486,486,387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68
487,487,487,387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,46.68
488,488,488,387.0,20.0,94.0,157.0,14.3,938.0,845.0,3,22.75
489,489,489,387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,25.51
490,490,490,387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,34.77
491,491,491,387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84
492,492,492,387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,45.9
493,493,493,387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,41.67
494,494,494,387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,56.34
495,495,495,387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,47.97
496,496,496,387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,61.46
497,497,497,355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03
498,498,498,355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45
499,499,499,491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,55.55
500,500,500,491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,57.92
501,501,501,491.0,26.0,123.0,210.0,3.9,882.0,699.0,3,25.61
502,502,502,491.0,26.0,123.0,210.0,3.9,882.0,699.0,7,33.49
503,503,503,491.0,26.0,123.0,210.0,3.9,882.0,699.0,56,59.59
504,504,504,491.0,26.0,123.0,201.0,3.9,822.0,699.0,3,29.55
505,505,505,491.0,26.0,123.0,201.0,3.9,822.0,699.0,7,37.92
506,506,506,491.0,26.0,123.0,201.0,3.9,822.0,699.0,56,61.86
507,507,507,424.0,22.0,132.0,178.0,8.5,822.0,750.0,28,62.05
508,508,508,424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,32.01
509,509,509,424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,72.1
510,510,510,424.0,22.0,132.0,178.0,8.5,822.0,750.0,7,39.0
511,511,511,424.0,22.0,132.0,178.0,8.5,822.0,750.0,56,65.7
512,512,512,424.0,22.0,132.0,168.0,8.9,822.0,750.0,3,32.11
513,513,513,424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,40.29
514,514,514,424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,74.36
515,515,515,202.0,11.0,141.0,206.0,1.7,942.0,801.0,28,21.97
516,516,516,202.0,11.0,141.0,206.0,1.7,942.0,801.0,3,9.85
517,517,517,202.0,11.0,141.0,206.0,1.7,942.0,801.0,7,15.07
518,518,518,202.0,11.0,141.0,206.0,1.7,942.0,801.0,56,23.25
519,519,519,284.0,15.0,141.0,179.0,5.5,842.0,801.0,28,43.73
520,520,520,284.0,15.0,141.0,179.0,5.5,842.0,801.0,3,13.4
521,521,521,284.0,15.0,141.0,179.0,5.5,842.0,801.0,7,24.13
522,522,522,284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52
523,523,523,359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,62.94
524,524,524,359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,59.49
525,525,525,359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,25.12
526,526,526,359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,23.64
527,527,527,359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,35.75
528,528,528,359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,38.61
529,529,529,359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75
530,530,530,359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,66.78
531,531,531,436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,23.85
532,532,532,289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.07
533,533,533,289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.65
534,534,534,393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2
535,535,535,393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.85
536,536,536,393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,39.6
537,537,537,480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.94
538,538,538,480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,34.57
539,539,539,480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32
540,540,540,480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,24.4
541,541,541,333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,15.62
542,542,542,255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,21.86
543,543,543,255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,10.22
544,544,544,289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,14.6
545,545,545,255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.75
546,546,546,333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,31.97
547,547,547,333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,23.4
548,548,548,289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.57
549,549,549,333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.68
550,550,550,393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.74
551,551,551,255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.2
552,552,552,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7,9.62
553,553,553,239.6,359.4,0.0,185.7,0.0,941.6,664.3,7,25.42
554,554,554,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.69
555,555,555,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,27.94
556,556,556,193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,32.63
557,557,557,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,17.24
558,558,558,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,19.77
559,559,559,239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.44
560,560,560,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,25.75
561,561,561,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08
562,562,562,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,24.07
563,563,563,210.7,316.1,0.0,185.7,0.0,977.0,689.3,7,21.82
564,564,564,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.07
565,565,565,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.84
566,566,566,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.05
567,567,567,203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,11.96
568,568,568,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,25.45
569,569,569,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,22.49
570,570,570,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.22
571,571,571,228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.7
572,572,572,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,13.09
573,573,573,316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,38.7
574,574,574,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.51
575,575,575,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,17.58
576,576,576,339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,21.18
577,577,577,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,18.2
578,578,578,193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,17.2
579,579,579,203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.63
580,580,580,290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,21.86
581,581,581,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37
582,582,582,170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28,25.73
583,583,583,210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,37.81
584,584,584,228.0,342.1,0.0,185.7,0.0,955.8,674.3,7,21.92
585,585,585,290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.04
586,586,586,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54
587,587,587,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,26.91
588,588,588,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,8.0
589,589,589,339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9
590,590,590,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.34
591,591,591,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,19.77
592,592,592,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.44
593,593,593,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.48
594,594,594,316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,24.44
595,595,595,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.6
596,596,596,170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,10.73
597,597,597,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,31.38
598,598,598,339.0,0.0,0.0,197.0,0.0,968.0,781.0,3,13.22
599,599,599,339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,20.97
600,600,600,339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04
601,601,601,339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,32.04
602,602,602,339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17
603,603,603,339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.45
604,604,604,339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,38.89
605,605,605,236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,6.47
606,606,606,236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,12.84
607,607,607,236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,18.42
608,608,608,236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,21.95
609,609,609,236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.1
610,610,610,236.0,0.0,0.0,193.0,0.0,968.0,885.0,365,25.08
611,611,611,277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,21.26
612,612,612,277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,25.97
613,613,613,277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,11.36
614,614,614,277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,31.25
615,615,615,277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.33
616,616,616,277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.7
617,617,617,254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.31
618,618,618,254.0,0.0,0.0,198.0,0.0,968.0,863.0,90,26.94
619,619,619,254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,27.63
620,620,620,254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,29.79
621,621,621,307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.49
622,622,622,307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,36.15
623,623,623,307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,12.54
624,624,624,307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.53
625,625,625,307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,32.92
626,626,626,236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,9.99
627,627,627,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,7.84
628,628,628,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,12.25
629,629,629,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.17
630,630,630,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,17.34
631,631,631,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,17.54
632,632,632,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,30.57
633,633,633,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2
634,634,634,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28,24.5
635,635,635,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7,15.58
636,636,636,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,26.85
637,637,637,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,26.06
638,638,638,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,38.21
639,639,639,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,43.7
640,640,640,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7,30.14
641,641,641,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,12.73
642,642,642,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28,20.87
643,643,643,350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7,20.28
644,644,644,350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28,34.29
645,645,645,203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,19.54
646,646,646,250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.71
647,647,647,157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,43.38
648,648,648,141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,29.89
649,649,649,166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,6.9
650,650,650,122.6,183.9,0.0,203.5,0.0,958.2,800.1,90,33.19
651,651,651,183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,4.9
652,652,652,102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.57
653,653,653,102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,25.46
654,654,654,122.6,183.9,0.0,203.5,0.0,958.2,800.1,28,24.29
655,655,655,166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.95
656,656,656,200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.41
657,657,657,108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,20.59
658,658,658,305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,25.89
659,659,659,108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,29.23
660,660,660,116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,31.02
661,661,661,141.3,212.0,0.0,203.5,0.0,971.8,748.5,7,10.39
662,662,662,157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,33.66
663,663,663,133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,27.87
664,664,664,250.2,166.8,0.0,203.5,0.0,977.6,694.1,7,19.35
665,665,665,173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.39
666,666,666,192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,12.79
667,667,667,192.0,288.0,0.0,192.0,0.0,929.8,716.1,28,39.32
668,668,668,153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,4.78
669,669,669,288.0,192.0,0.0,192.0,0.0,932.0,717.8,3,16.11
670,670,670,305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,43.38
671,671,671,236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,20.42
672,672,672,173.0,116.0,0.0,192.0,0.0,946.8,856.8,3,6.94
673,673,673,212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,15.03
674,674,674,236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,13.57
675,675,675,183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,32.53
676,676,676,166.8,250.2,0.0,203.5,0.0,975.6,692.6,7,15.75
677,677,677,102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,7.68
678,678,678,288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,38.8
679,679,679,212.0,141.3,0.0,203.5,0.0,973.4,750.0,28,33.0
680,680,680,102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,17.28
681,681,681,173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.28
682,682,682,183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,24.05
683,683,683,133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,36.59
684,684,684,192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.73
685,685,685,133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,13.66
686,686,686,305.3,203.5,0.0,203.5,0.0,965.4,631.0,3,14.14
